Rank,Competitor,DOB,Nat,Score,EventList,athletes_url
857,Cindy MEZA,22 MAR 1992,MEX,1020,Marathon [Half Marathon],https://www.worldathletics.org/athletes/mexico/cindy-meza-014627566
858,Helen Daniela BALTAZAR,08 SEP 1993,BOL,1020,Marathon [Half Marathon],https://www.worldathletics.org/athletes/bolivia/helen-daniela-baltazar-014422741
859,Stevi CLARK,22 APR 1989,USA,1020,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/stevi-clark-15056129
860,Margaret DIACONT,27 NOV 1990,USA,1019,Marathon,https://www.worldathletics.org/athletes/united-states/margaret-diacont-014401530
861,Milly CLARK,01 MAR 1989,AUS,1019,Marathon [Half Marathon],https://www.worldathletics.org/athletes/australia/milly-clark-14445318
862,Sarah JACKSON,30 SEP 1988,USA,1019,Marathon,https://www.worldathletics.org/athletes/united-states/sarah-jackson-14682780
863,Kayla LAMPE,,USA,1018,Marathon,https://www.worldathletics.org/athletes/united-states/kayla-lampe-014517988
864,Carolyn BUCHANAN,,CAN,1018,Marathon,https://www.worldathletics.org/athletes/canada/carolyn-buchanan-014892364
865,Maria Gorette SUBANO,23 DEC 1991,ITA,1017,Marathon [Half Marathon],https://www.worldathletics.org/athletes/italy/maria-gorette-subano-15055211
866,Gladys YATOR,08 AUG 1992,KEN,1017,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/gladys-yator-014426288
867,Kidan KIDANE,12 JUN 1994,USA,1017,Marathon,https://www.worldathletics.org/athletes/united-states/kidan-kidane-14680314
868,Ling WU,05 MAY 1984,CHN,1017,Marathon,https://www.worldathletics.org/athletes/pr-of-china/ling-wu-15054252
869,Lyubov DOBROVOLSKAYA,19 OCT 1987,RUS,1016,Marathon,https://www.worldathletics.org/athletes/russia/lyubov-dobrovolskaya-014663992
870,Sabine BURGDORF,1981,GER,1016,Marathon,https://www.worldathletics.org/athletes/germany/sabine-burgdorf-014919262
871,Vasiliki KONSTANTINOPOULOU,17 AUG 1996,GRE,1016,Marathon,https://www.worldathletics.org/athletes/greece/vasiliki-konstantinopoulou-014757581
872,Courtney ALAMA,14 JUN 1996,USA,1016,Marathon,https://www.worldathletics.org/athletes/united-states/courtney-alama-14681366
873,Ai IKEMOTO,07 FEB 1995,JPN,1016,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/ai-ikemoto-014444478
874,Mikaela ARFWEDSON,12 AUG 1985,SWE,1015,Marathon [Half Marathon],https://www.worldathletics.org/athletes/sweden/mikaela-arfwedson-014917141
875,Amanda MARTIN,02 DEC 1996,USA,1015,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/amanda-martin-14733485
876,Tania CHAVEZ MOSER,06 MAY 1990,BOL,1015,Marathon [Half Marathon],https://www.worldathletics.org/athletes/bolivia/tania-chavez-moser-014794853
877,Victoria WARPY,06 JUN 1997,BEL,1014,Marathon [Half Marathon],https://www.worldathletics.org/athletes/belgium/victoria-warpy-15020610
878,Olivia WITNEY,03 SEP 1991,NZL,1014,Marathon [Half Marathon],https://www.worldathletics.org/athletes/new-zealand/olivia-witney-14327878
879,Andrea MEIER,09 FEB 1993,SUI,1014,Marathon [Half Marathon],https://www.worldathletics.org/athletes/switzerland/andrea-meier-014427158
880,Chizuru OI,04 JUL 1993,JPN,1014,Marathon,https://www.worldathletics.org/athletes/japan/chizuru-oi-014766827
881,Julia VASQUEZ,,USA,1013,Marathon,https://www.worldathletics.org/athletes/united-states/julia-vasquez-14747009
882,Megan CURHAM,17 APR 1995,USA,1013,Marathon,https://www.worldathletics.org/athletes/united-states/megan-curham-014564709
883,Tracy BARLOW,18 JUN 1985,GBR,1013,Marathon [Half Marathon],https://www.worldathletics.org/athletes/great-britain-ni/tracy-barlow-014582612
884,Lauren AMES,21 SEP 1987,USA,1013,Marathon,https://www.worldathletics.org/athletes/united-states/lauren-ames-14995885
885,Carolyne KIPTOO,01 MAY 1985,KEN,1013,Marathon,https://www.worldathletics.org/athletes/kenya/carolyne-kiptoo-014289164
886,Aino NIEMI,07 MAR 1992,FIN,1013,Marathon [Half Marathon],https://www.worldathletics.org/athletes/finland/aino-niemi-014916783
887,Nataliya LEHONKOVA,27 DEC 1982,UKR,1012,Marathon,https://www.worldathletics.org/athletes/ukraine/nataliya-lehonkova-014333929
888,Madeline DUHON,21 FEB 1989,USA,1012,Marathon,https://www.worldathletics.org/athletes/united-states/madeline-duhon-014291625
889,Lingije CHI,,CHN,1012,Marathon,https://www.worldathletics.org/athletes/pr-of-china/lingije-chi-15002393
890,Caitlin KEEN,21 AUG 1992,USA,1012,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/caitlin-keen-14567275
891,Meari OOBUCHI,12 MAY 1977,JPN,1012,Marathon,https://www.worldathletics.org/athletes/japan/meari-oobuchi-14884502
892,Lucy DOBBS,,USA,1012,Marathon,https://www.worldathletics.org/athletes/united-states/lucy-dobbs-15031957
893,Allison DORR,,USA,1012,Marathon,https://www.worldathletics.org/athletes/united-states/allison-dorr-014737081
894,Alexandria HACKETT,28 APR 1995,USA,1011,Marathon,https://www.worldathletics.org/athletes/united-states/alexandria-hackett-014697375
895,Abigail CORRIGAN,14 OCT 1998,USA,1011,Marathon,https://www.worldathletics.org/athletes/united-states/abigail-corrigan-14843339
896,Shari EBERHARD,13 FEB 1994,USA,1011,Marathon,https://www.worldathletics.org/athletes/united-states/shari-eberhard-14813358
897,Moa GUSTAFSSON,05 APR 1992,SWE,1011,Marathon,https://www.worldathletics.org/athletes/sweden/moa-gustafsson-15049957
898,Eva FILIPIOVÁ,26 MAY 1986,CZE,1011,Marathon,https://www.worldathletics.org/athletes/czech-republic/eva-filipiova-014644074
899,Leanne KLASSEN,1987,CAN,1011,Marathon,https://www.worldathletics.org/athletes/canada/leanne-klassen-14845752
900,Sigrun GJØLBERG,22 OCT 1991,NOR,1011,Marathon [Half Marathon],https://www.worldathletics.org/athletes/norway/sigrun-gjolberg-014804828
901,Katrina ALLISON,21 FEB 1994,CAN,1010,Marathon [Half Marathon],https://www.worldathletics.org/athletes/canada/katrina-allison-14501248
902,Jingxia ZHANG,15 JUL 1991,CHN,1010,Marathon,https://www.worldathletics.org/athletes/pr-of-china/jingxia-zhang-014941103
903,Gadise GUDISA,13 JAN 1998,ETH,1010,Marathon,https://www.worldathletics.org/athletes/ethiopia/gadise-gudisa-14901057
904,Lenth O'CONNOR,07 JAN 1995,USA,1010,Marathon,https://www.worldathletics.org/athletes/united-states/lenth-oconnor-14512825
905,Katja FISCHER,03 JUN 1991,GER,1009,Marathon [Half Marathon],https://www.worldathletics.org/athletes/germany/katja-fischer-14427957
906,Karen BERTASSO-HUGHES,06 JUN 1984,USA,1009,Marathon,https://www.worldathletics.org/athletes/united-states/karen-bertasso-hughes-14497155
907,Margarita NUÑEZ,25 APR 1993,PER,1008,Marathon,https://www.worldathletics.org/athletes/peru/margarita-nunez-14382628
908,Julianna NAGY,11 SEP 2000,HUN,1008,Marathon [Half Marathon],https://www.worldathletics.org/athletes/hungary/julianna-nagy-014753524
909,Selina UMMEL,14 OCT 1997,SUI,1008,Marathon [Half Marathon],https://www.worldathletics.org/athletes/switzerland/selina-ummel-014490036
910,Jessica WEST,04 JUL 1990,USA,1008,Marathon,https://www.worldathletics.org/athletes/united-states/jessica-west-15055859
911,Eri SUZUKI,19 MAR 1984,JPN,1008,Marathon,https://www.worldathletics.org/athletes/japan/eri-suzuki-14571658
912,Samantha FECTEAU,11 NOV 1990,USA,1007,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/samantha-fecteau-014764131
913,Annie BIRCH,,GBR,1007,Marathon,https://www.worldathletics.org/athletes/great-britain-ni/annie-birch-14995011
914,Stine SCHØNNING,02 SEP 1992,DEN,1007,Marathon [Half Marathon],https://www.worldathletics.org/athletes/denmark/stine-schonning-15032863
915,Margaret Njuguna WANGUI,03 AUG 1969,KEN,1007,Marathon,https://www.worldathletics.org/athletes/kenya/margaret-njuguna-wangui-014335898
916,Emilia SILTANEN,19 MAR 1983,FIN,1007,Marathon [Half Marathon],https://www.worldathletics.org/athletes/finland/emilia-siltanen-014863090
917,Miyuki TAKANO,08 APR 1994,JPN,1007,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/miyuki-takano-014778936
918,Irina KONOVALOV,28 OCT 1989,ISR,1007,Marathon [Half Marathon],https://www.worldathletics.org/athletes/israel/irina-konovalov-14743671
919,Yuzhou YAO,01 JUN 1992,CHN,1007,Marathon,https://www.worldathletics.org/athletes/pr-of-china/yuzhou-yao-014977275
920,Tirza VAN DER WOLF,26 MAY 1994,NED,1006,Marathon [Half Marathon],https://www.worldathletics.org/athletes/netherlands/tirza-van-der-wolf-014475523
921,Kathryn PARKINSON,,AUS,1006,Marathon,https://www.worldathletics.org/athletes/australia/kathryn-parkinson-014525730
922,Leila MANTILLA,24 JUN 1994,PUR,1006,Marathon [Half Marathon],https://www.worldathletics.org/athletes/puerto-rico/leila-mantilla-014478103
923,Jolijn SWAGER,1990,NED,1006,Marathon,https://www.worldathletics.org/athletes/netherlands/jolijn-swager-15001037
924,Melissa PAAUWE,1984,CAN,1006,Marathon,https://www.worldathletics.org/athletes/canada/melissa-paauwe-14813437
925,Annie MARGGRAFF,05 OCT 1994,USA,1006,Marathon,https://www.worldathletics.org/athletes/united-states/annie-marggraff-14638243
926,Adela-Paulina BALTOI,19 SEP 1992,ROU,1006,Marathon [Half Marathon],https://www.worldathletics.org/athletes/romania/adela-paulina-baltoi-14364626
927,Soranyi RODRIGUEZ,22 AUG 1992,DOM,1006,Marathon [Half Marathon],https://www.worldathletics.org/athletes/dominican-republic/soranyi-rodriguez-014682544
928,Marina SMIRNOVA,31 JUL 1986,RUS,1006,Marathon [Half Marathon],https://www.worldathletics.org/athletes/russia/marina-smirnova-14683001
929,Graziele ZARRI,26 FEB 1998,BRA,1006,Marathon [Half Marathon],https://www.worldathletics.org/athletes/brazil/graziele-zarri-014596285
930,Mekkonen Serkalem MENGISTE,04 SEP 1999,ETH,1005,Marathon,https://www.worldathletics.org/athletes/ethiopia/mekkonen-serkalem-mengiste-14931947
931,Rui AOYAMA,15 APR 1989,JPN,1005,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/rui-aoyama-014286095
932,Monika BRZOZOWSKA,1984,POL,1005,Marathon,https://www.worldathletics.org/athletes/poland/monika-brzozowska-014787897
933,Simone MCINNES,27 NOV 1991,AUS,1005,Marathon,https://www.worldathletics.org/athletes/australia/simone-mcinnes-014462250
934,Marina BAGUR,08 AUG 1996,ESP,1005,Marathon [Half Marathon],https://www.worldathletics.org/athletes/spain/marina-bagur-014516196
935,Gina ROUSE,29 NOV 1979,USA,1004,Marathon,https://www.worldathletics.org/athletes/united-states/gina-rouse-014626911
936,Silvia PAREDES,23 JAN 1983,ECU,1004,Marathon [Half Marathon],https://www.worldathletics.org/athletes/ecuador/silvia-paredes-14262284
937,Mai ITO,23 MAY 1984,JPN,1004,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/mai-ito-014286564
937,Haruna TAKANO,28 AUG 1995,JPN,1004,Marathon,https://www.worldathletics.org/athletes/japan/haruna-takano-15010807
939,Chiaki MORIKAWA,22 SEP 1987,JPN,1004,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/chiaki-morikawa-014560515
940,Ariane HENDRIX-ROACH,,USA,1003,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/ariane-hendrix-roach-014813393
941,Miho NAKATA,24 APR 1989,JPN,1003,Marathon,https://www.worldathletics.org/athletes/japan/miho-nakata-014510173
942,Irina SHEVCHENKO,31 DEC 1982,RUS,1003,Marathon [Half Marathon],https://www.worldathletics.org/athletes/russia/irina-shevchenko-14952805
943,Nagisa GODA,07 DEC 1986,JPN,1003,Marathon,https://www.worldathletics.org/athletes/japan/nagisa-goda-15004059
944,Kasia SZKODA,02 OCT 1991,POL,1003,Marathon,https://www.worldathletics.org/athletes/poland/kasia-szkoda-15055652
945,Mariia GOSTEVA,04 FEB 1989,RUS,1002,Marathon,https://www.worldathletics.org/athletes/russia/mariia-gosteva-14924541
946,Fatima Zahra EL IDRISSI,19 JUL 1995,MAR,1002,Marathon,https://www.worldathletics.org/athletes/morocco/fatima-zahra-el-idrissi-014833112
947,Yoshimi TANAKA,24 AUG 1991,JPN,1002,Marathon,https://www.worldathletics.org/athletes/japan/yoshimi-tanaka-014778829
948,Yuki TOYODA,05 SEP 2000,JPN,1001,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/yuki-toyoda-014955824
949,Anne LE CUNUDER,09 OCT 1990,FRA,1001,Marathon [Half Marathon],https://www.worldathletics.org/athletes/france/anne-le-cunuder-014661023
950,Lisa HUWATSCHECK,1991,GER,1001,Marathon,https://www.worldathletics.org/athletes/germany/lisa-huwatscheck-15080711
951,Maura LEMON,,USA,1001,Marathon,https://www.worldathletics.org/athletes/united-states/maura-lemon-014489072
952,Nesrine LEENE,09 JUN 1983,LBN,1001,Marathon,https://www.worldathletics.org/athletes/lebanon/nesrine-leene-14498378
953,Valerie PAREDES,,USA,1001,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/valerie-paredes-15071647
954,Nicole ESPLIN,,USA,1001,Marathon,https://www.worldathletics.org/athletes/united-states/nicole-esplin-014749216
955,Mitsuko INO,03 MAR 1983,JPN,1001,Marathon,https://www.worldathletics.org/athletes/japan/mitsuko-ino-014671920
956,Deborah BRUCE,21 JUN 1987,AUS,1000,Marathon [Half Marathon],https://www.worldathletics.org/athletes/australia/deborah-bruce-15008611
957,Anna YUSUPOVA,25 JUN 1987,AZE,1000,Marathon [Half Marathon],https://www.worldathletics.org/athletes/azerbaijan/anna-yusupova-014805300
958,Benedetta COLIVA,,ITA,1000,Marathon [Half Marathon],https://www.worldathletics.org/athletes/italy/benedetta-coliva-15057442
959,Maria BRAND,,GER,999,Marathon,https://www.worldathletics.org/athletes/germany/maria-brand-15037649
960,Marit ROSS-SONNESYN,13 NOV 1993,USA,999,Marathon,https://www.worldathletics.org/athletes/united-states/marit-ross-sonnesyn-14642038
961,Amanda CHANG,,USA,999,Marathon,https://www.worldathletics.org/athletes/united-states/amanda-chang-014628911
962,Fanny SCHULSTAD,22 APR 1988,SWE,999,Marathon [Half Marathon],https://www.worldathletics.org/athletes/sweden/fanny-schulstad-014846730
963,Francoise PARAGE,13 MAR 1988,FRA,999,Marathon [Half Marathon],https://www.worldathletics.org/athletes/france/francoise-parage-014811931
964,Manon COSTE,18 FEB 1996,FRA,999,Marathon [Half Marathon],https://www.worldathletics.org/athletes/france/manon-coste-014753910
965,Alejandra RODRÍGUEZ,16 JUN 1990,MEX,999,Marathon,https://www.worldathletics.org/athletes/mexico/alejandra-rodriguez-014291228
966,Vianey DE LA ROSA ROJAS,04 AUG 1986,MEX,998,Marathon [Half Marathon],https://www.worldathletics.org/athletes/mexico/vianey-de-la-rosa-rojas-014388719
967,Sorcha LOUGHNANE,29 SEP 1976,IRL,998,Marathon,https://www.worldathletics.org/athletes/ireland/sorcha-loughnane-14860904
968,Demitu HAWAS,,ETH,997,Marathon,https://www.worldathletics.org/athletes/ethiopia/demitu-hawas-014830932
969,Diane NEUBAUER,11 FEB 1989,USA,997,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/diane-neubauer-14860568
970,Jessica SAUNDERS,1993,GBR,997,Marathon [Half Marathon],https://www.worldathletics.org/athletes/great-britain-ni/jessica-saunders-014934984
971,Joëlle FLÜCK,03 JUN 1986,SUI,997,Marathon,https://www.worldathletics.org/athletes/switzerland/joelle-fluck-014300764
972,Katie WATSON,28 AUG 1992,USA,997,Marathon,https://www.worldathletics.org/athletes/united-states/katie-watson-014507129
973,Arianna LUTTERI,1990,ITA,997,Marathon,https://www.worldathletics.org/athletes/italy/arianna-lutteri-014981094
974,Britney ROMERO,,USA,996,Marathon,https://www.worldathletics.org/athletes/united-states/britney-romero-14823165
975,Ivette MEJIA,13 AUG 1990,USA,996,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/ivette-mejia-014545548
976,Laura BIAGETTI,13 MAR 1990,ITA,996,Marathon [Half Marathon],https://www.worldathletics.org/athletes/italy/laura-biagetti-014424305
977,Nicole LANE,23 AUG 1994,USA,996,Marathon,https://www.worldathletics.org/athletes/united-states/nicole-lane-014520038
978,Ann CENTNER,08 NOV 1991,USA,996,Marathon,https://www.worldathletics.org/athletes/united-states/ann-centner-14508138
979,Shannon MCCARTHY,1992,USA,996,Marathon,https://www.worldathletics.org/athletes/united-states/shannon-mccarthy-014463572
980,Mary FELIG,27 JUL 1991,USA,996,Marathon,https://www.worldathletics.org/athletes/united-states/mary-felig-15039232
981,Marie O'LEARY,15 AUG 1991,USA,995,Marathon,https://www.worldathletics.org/athletes/united-states/marie-oleary-14437443
982,Amy SCHANZ,,USA,994,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/amy-schanz-15011714
983,Jeannette MATHIEU,,USA,994,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/jeannette-mathieu-014770553
984,Amy TOROTORELLO,12 NOV 1990,USA,994,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/amy-torotorello-14812868
985,Lyndy DAVIS,26 JAN 1990,USA,993,Marathon,https://www.worldathletics.org/athletes/united-states/lyndy-davis-014364101
986,Camille MONNIER,10 MAY 1991,FRA,993,Marathon,https://www.worldathletics.org/athletes/france/camille-monnier-014691806
987,Julia ROMAN-DUVAL,09 AUG 1982,USA,993,Marathon,https://www.worldathletics.org/athletes/united-states/julia-roman-duval-014439273
988,Claudia MARIETTA,23 NOV 1979,ITA,993,Marathon,https://www.worldathletics.org/athletes/italy/claudia-marietta-014724765
989,Hannah ROWE,29 AUG 1991,USA,993,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/hannah-rowe-014440251
990,Rosie WEBER,12 MAR 1993,AUS,993,Marathon [Half Marathon],https://www.worldathletics.org/athletes/australia/rosie-weber-014548987
991,Kadiliis KUIV,1986,EST,992,Marathon,https://www.worldathletics.org/athletes/estonia/kadiliis-kuiv-014856169
992,Verena VOGT,1980,GER,992,Marathon,https://www.worldathletics.org/athletes/germany/verena-vogt-014856039
993,Cali WERNER,27 OCT 1993,USA,992,Marathon,https://www.worldathletics.org/athletes/united-states/cali-werner-14934761
994,Maria ZAMBRANO,10 OCT 1970,CAN,992,Marathon,https://www.worldathletics.org/athletes/canada/maria-zambrano-014266925
995,Anna JONSSON,07 MAR 1986,SWE,992,Marathon [Half Marathon],https://www.worldathletics.org/athletes/sweden/anna-jonsson-014818895
996,Natalie CALLISTER,,USA,991,Marathon,https://www.worldathletics.org/athletes/united-states/natalie-callister-014691715
997,Careen CHEPTOEK,1993,KEN,991,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/careen-cheptoek-014733005
998,Lydia Chebet ROTICH,08 AUG 1988,KEN,991,Marathon,https://www.worldathletics.org/athletes/kenya/lydia-chebet-rotich-014329195
999,Satu LIPIÄINEN,14 FEB 1996,FIN,991,Marathon [Half Marathon],https://www.worldathletics.org/athletes/finland/satu-lipiainen-15039365
1000,Chifumi ITO,29 NOV 1992,JPN,991,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/chifumi-ito-15066333
1001,Clarysse PICARD,10 FEB 1997,FRA,991,Marathon [Half Marathon],https://www.worldathletics.org/athletes/france/clarysse-picard-014713070
1002,Astrid BRATHAUG,08 JUL 1990,NOR,991,Marathon [Half Marathon],https://www.worldathletics.org/athletes/norway/astrid-brathaug-014917478
1003,Leentje HELLEMANS,,BEL,991,Marathon [Half Marathon],https://www.worldathletics.org/athletes/belgium/leentje-hellemans-14999082
1004,Allison LUNAU,22 DEC 1994,USA,991,Marathon,https://www.worldathletics.org/athletes/united-states/allison-lunau-14631527
1005,Naum CHEPCHIRCHIR,,KEN,991,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/naum-chepchirchir-15044829
1006,Claire HOLME,14 MAR 1985,GBR,990,Marathon [Half Marathon],https://www.worldathletics.org/athletes/great-britain-ni/claire-holme-014275346
1007,Alexis OLSON,,USA,990,Marathon,https://www.worldathletics.org/athletes/united-states/alexis-olson-15026495
1008,Joanna STEPHENS,,USA,990,Marathon [25 km Road],https://www.worldathletics.org/athletes/united-states/joanna-stephens-014825401
1009,Ling Jie CHI,26 APR 1990,CHN,990,Marathon,https://www.worldathletics.org/athletes/pr-of-china/ling-jie-chi-15056126
1010,Emma HEDBÄCK,1995,SWE,990,Marathon [Half Marathon],https://www.worldathletics.org/athletes/sweden/emma-hedback-15032408
1010,Tsega DESTA,,ETH,990,Marathon [Half Marathon],https://www.worldathletics.org/athletes/ethiopia/tsega-desta-014933164
1012,Dandan ZHU,28 JUL 1994,CHN,990,Marathon,https://www.worldathletics.org/athletes/pr-of-china/dandan-zhu-014959515
1013,Julie LAJEUNESSE,25 SEP 1981,CAN,990,Marathon,https://www.worldathletics.org/athletes/canada/julie-lajeunesse-14554771
1014,Xiaolin ZHU,20 FEB 1984,CHN,989,Marathon,https://www.worldathletics.org/athletes/pr-of-china/xiaolin-zhu-014264209
1015,Ivana IOZZIA,18 FEB 1973,ITA,989,Marathon [Half Marathon],https://www.worldathletics.org/athletes/italy/ivana-iozzia-014284541
1016,Melissa REED,,USA,989,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/melissa-reed-014589901
1017,Isabelle PICKETT,,AUS,988,Marathon [Half Marathon],https://www.worldathletics.org/athletes/australia/isabelle-pickett-15041455
1018,Jessica CHICHESTER,03 JUN 1986,USA,988,Marathon,https://www.worldathletics.org/athletes/united-states/jessica-chichester-14521260
1019,Lindsey BRADLEY,01 MAY 1997,USA,988,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/lindsey-bradley-014582187
1020,Cassie LITTLE,08 AUG 1984,AUS,988,Marathon,https://www.worldathletics.org/athletes/australia/cassie-little-14915320
1021,Sasha WHITTLE,26 JUN 1995,USA,988,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/sasha-whittle-14574927
1022,Ellen FLOOD,14 JUL 1997,USA,988,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/ellen-flood-14778561
1023,Daniela ALONSO ARREOLA,04 JAN 1981,MEX,988,Marathon [Half Marathon],https://www.worldathletics.org/athletes/mexico/daniela-alonso-arreola-014382555
1024,Siri SCHØNE,,NOR,988,Marathon,https://www.worldathletics.org/athletes/norway/siri-schone-14997367
1025,Margarita MASÍAS,19 OCT 1990,CHI,988,Marathon [Half Marathon],https://www.worldathletics.org/athletes/chile/margarita-masias-014464640
1026,Kristin DAILEY,01 NOV 1981,USA,987,Marathon,https://www.worldathletics.org/athletes/united-states/kristin-dailey-15086180
1027,Ana JOHNSON,16 OCT 1982,USA,987,Marathon,https://www.worldathletics.org/athletes/united-states/ana-johnson-14381879
1028,Sarah ANDERSON,,USA,987,Marathon,https://www.worldathletics.org/athletes/united-states/sarah-anderson-014694798
1029,Natalia MIERZLIKIN,19 MAR 1989,POL,987,Marathon [Half Marathon],https://www.worldathletics.org/athletes/poland/natalia-mierzlikin-014839924
1030,Egris ARIAS,03 OCT 1992,VEN,987,Marathon [Half Marathon],https://www.worldathletics.org/athletes/venezuela/egris-arias-014433930
1031,Ruth MATEBO,07 FEB 1988,KEN,987,Marathon,https://www.worldathletics.org/athletes/kenya/ruth-matebo-014336649
1032,Diana BANIENÉ,01 MAY 1983,LTU,987,Marathon,https://www.worldathletics.org/athletes/lithuania/diana-baniene-014290190
1033,Yuki MIZUSEDA,13 JUL 1989,JPN,986,Marathon,https://www.worldathletics.org/athletes/japan/yuki-mizuseda-014672249
1034,Ashley PAULSON,,USA,986,Marathon,https://www.worldathletics.org/athletes/united-states/ashley-paulson-014547304
1035,Lauren KELLY,,USA,986,Marathon,https://www.worldathletics.org/athletes/united-states/lauren-kelly-014460450
1036,Saskia WEINANS,23 FEB 1994,NED,986,Marathon,https://www.worldathletics.org/athletes/netherlands/saskia-weinans-014423993
1037,Kristy TIMMERS,1995,NED,986,Marathon,https://www.worldathletics.org/athletes/netherlands/kristy-timmers-14919574
1038,Špela GONZA,16 DEC 2001,SLO,985,Marathon [Half Marathon],https://www.worldathletics.org/athletes/slovenia/spela-gonza-014740256
1039,Xiaofang TANG,03 AUG 1991,CHN,985,Marathon,https://www.worldathletics.org/athletes/pr-of-china/xiaofang-tang-14962889
1040,Lakech SEBA,30 JAN 1996,ETH,985,Marathon,https://www.worldathletics.org/athletes/ethiopia/lakech-seba-15036728
1041,Jie KONG,09 JUN 1987,CHN,984,Marathon,https://www.worldathletics.org/athletes/pr-of-china/jie-kong-014773866
1042,Ana ŠTEFULJ,03 AUG 1987,CRO,984,Marathon [Half Marathon],https://www.worldathletics.org/athletes/croatia/ana-stefulj-014860708
1043,Elizabeth CAMY,07 JUL 1983,USA,984,Marathon,https://www.worldathletics.org/athletes/united-states/elizabeth-camy-14307137
1044,Ayaka MURAO,19 AUG 2000,JPN,983,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/ayaka-murao-014819303
1045,Kit Ching YIU,20 FEB 1988,HKG,983,Marathon [Half Marathon],https://www.worldathletics.org/athletes/hong-kong-china/kit-ching-yiu-14386062
1046,Carolina GARCIA,25 SEP 1994,USA,983,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/carolina-garcia-15074862
1047,Lillian ANDERSON,,USA,983,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/lillian-anderson-014763174
1048,Mirjam KOERSEN,06 MAY 1974,NED,983,Marathon,https://www.worldathletics.org/athletes/netherlands/mirjam-koersen-014420920
1049,Aleksandra MOROZOVA,27 FEB 1990,RUS,983,Marathon [Half Marathon],https://www.worldathletics.org/athletes/russia/aleksandra-morozova-014453110
1050,Yuko MABUCHI,26 APR 1982,JPN,983,Marathon,https://www.worldathletics.org/athletes/japan/yuko-mabuchi-014690468
1051,Petra PASTOROVÁ,06 JAN 1977,CZE,982,Marathon,https://www.worldathletics.org/athletes/czech-republic/petra-pastorova-014413182
1052,Lauren ROSS,04 NOV 1990,USA,982,Marathon,https://www.worldathletics.org/athletes/united-states/lauren-ross-14471719
1053,Natsumi KURODA,27 JUN 1991,JPN,982,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/natsumi-kuroda-014899699
1054,Rebecca BUNTING,01 APR 1983,GBR,982,Marathon [Half Marathon],https://www.worldathletics.org/athletes/great-britain-ni/rebecca-bunting-014640265
1055,Tomomi NAKAJIMA,17 AUG 1989,JPN,982,Marathon,https://www.worldathletics.org/athletes/japan/tomomi-nakajima-014818229
1056,Tae-rin KIM,01 JAN 2000,KOR,981,Marathon,https://www.worldathletics.org/athletes/korea/tae-rin-kim-14961548
1057,Meghan RYAN,10 APR 1994,IRL,981,Marathon [Half Marathon],https://www.worldathletics.org/athletes/ireland/meghan-ryan-014571571
1058,Gabriella DELAY,,USA,981,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/gabriella-delay-15001404
1059,Kaylee WESSEL,,USA,981,Marathon,https://www.worldathletics.org/athletes/united-states/kaylee-wessel-014736625
1060,Fuka HIROKAWA,25 SEP 1995,JPN,981,Marathon,https://www.worldathletics.org/athletes/japan/fuka-hirokawa-14831571
1061,Thakor NIRMABEN,31 DEC 1997,IND,981,Marathon [25 km Road],https://www.worldathletics.org/athletes/india/thakor-nirmaben-15018374
1062,Päivi KAUPPINEN,19 AUG 1973,FIN,981,Marathon,https://www.worldathletics.org/athletes/finland/paivi-kauppinen-014259442
1063,Aleta LOOKER,,USA,981,Marathon,https://www.worldathletics.org/athletes/united-states/aleta-looker-014516828
