Rank,Competitor,DOB,Nat,Score,EventList,athletes_url
874,Gopi THONAKAL,24 MAY 1988,IND,1065,Marathon,https://www.worldathletics.org/athletes/india/gopi-thonakal-14650011
875,Mauricio FLANDEZ,06 JAN 1984,CHI,1065,Marathon,https://www.worldathletics.org/athletes/chile/mauricio-flandez-014415355
876,Mathew KIPTOO,12 JUL 1988,KEN,1065,Marathon,https://www.worldathletics.org/athletes/kenya/mathew-kiptoo-014484289
877,Nadir YUSUF,,USA,1065,Marathon,https://www.worldathletics.org/athletes/united-states/nadir-yusuf-14776532
878,Ederson VILELA PEREIRA,06 JUN 1990,BRA,1064,Marathon,https://www.worldathletics.org/athletes/brazil/ederson-vilela-pereira-014336044
879,Enos KALES,10 JUL 1997,KEN,1064,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/enos-kales-14657139
880,Alessandro GIACOBAZZI,01 FEB 1996,ITA,1064,Marathon,https://www.worldathletics.org/athletes/italy/alessandro-giacobazzi-014605325
881,Chase WEAVERLING,10 JAN 1996,USA,1064,Marathon,https://www.worldathletics.org/athletes/united-states/chase-weaverling-014583122
882,Shogo HIFUMI,20 OCT 1995,JPN,1064,Marathon,https://www.worldathletics.org/athletes/japan/shogo-hifumi-14801265
883,Suhwan JEON,28 AUG 1999,KOR,1064,Marathon,https://www.worldathletics.org/athletes/korea/suhwan-jeon-014919101
884,Tilahun NIGUSIE,30 NOV 1996,ETH,1063,Marathon,https://www.worldathletics.org/athletes/ethiopia/tilahun-nigusie-14826260
885,David RODRIGUEZ,10 APR 1992,ARG,1063,Marathon [Half Marathon],https://www.worldathletics.org/athletes/argentina/david-rodriguez-14664106
886,Habtamu CHENEY,09 MAY 1999,USA,1063,Marathon,https://www.worldathletics.org/athletes/united-states/habtamu-cheney-14837065
887,Gaku HOSHI,17 SEP 1998,JPN,1062,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/gaku-hoshi-14814023
888,Simon NJERI,1987,KEN,1062,Marathon,https://www.worldathletics.org/athletes/kenya/simon-njeri-014671930
889,Mike CHESIRE,1996,KEN,1062,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/mike-chesire-014838635
890,Ryan GREGSON,26 APR 1990,AUS,1062,Marathon [Half Marathon],https://www.worldathletics.org/athletes/australia/ryan-gregson-14179609
891,Hiroto ISHIWATA,30 JAN 1999,JPN,1062,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/hiroto-ishiwata-014818183
892,Jerod BROADBOOKS,24 MAR 1997,USA,1062,Marathon,https://www.worldathletics.org/athletes/united-states/jerod-broadbooks-14792106
893,Aleksey TROSHKIN,09 MAR 1986,RUS,1062,Marathon,https://www.worldathletics.org/athletes/russia/aleksey-troshkin-014224315
894,Lameck TOO,1995,KEN,1061,Marathon,https://www.worldathletics.org/athletes/kenya/lameck-too-15098704
895,Akihito EISHIN,22 MAY 1993,JPN,1061,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/akihito-eishin-014818906
896,Yuya KAWATA,31 JAN 1998,JPN,1061,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/yuya-kawata-014813990
897,Atsushi YAMATO,13 MAR 1997,JPN,1061,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/atsushi-yamato-014659402
898,Guoshun LUO,16 APR 1996,CHN,1061,Marathon,https://www.worldathletics.org/athletes/pr-of-china/guoshun-luo-014857907
899,Kevin KOSKI,,USA,1061,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/kevin-koski-014792934
900,Nuno LOPES,11 AUG 1987,POR,1060,Marathon,https://www.worldathletics.org/athletes/portugal/nuno-lopes-014435184
900,Donnie COWART,24 OCT 1985,USA,1060,Marathon,https://www.worldathletics.org/athletes/united-states/donnie-cowart-014235468
902,Björn KOREMAN,06 MAR 1991,NED,1060,Marathon [Half Marathon],https://www.worldathletics.org/athletes/netherlands/bjorn-koreman-014656134
903,Ryo KUCHIMACHI,11 JUL 1994,JPN,1060,Marathon [30km Road],https://www.worldathletics.org/athletes/japan/ryo-kuchimachi-014524088
904,Josh KALAPOS,,USA,1059,Marathon,https://www.worldathletics.org/athletes/united-states/josh-kalapos-014861830
905,Dominik ROLLI,19 FEB 1996,SUI,1059,Marathon [Half Marathon],https://www.worldathletics.org/athletes/switzerland/dominik-rolli-014848124
906,Ivan KUZNETSOV,16 SEP 1983,RUS,1059,Marathon,https://www.worldathletics.org/athletes/russia/ivan-kuznetsov-014222956
907,Khalid LHMAID,01 JAN 2000,MAR,1059,Marathon,https://www.worldathletics.org/athletes/morocco/khalid-lhmaid-14884261
908,Said EL OTMANI,14 OCT 1991,ITA,1058,Marathon [Half Marathon],https://www.worldathletics.org/athletes/italy/said-el-otmani-014424169
909,Samuel MOLOI,08 APR 1993,RSA,1058,Marathon,https://www.worldathletics.org/athletes/south-africa/samuel-moloi-14918099
910,Victor Kiplagat SEREM,,KEN,1058,Marathon,https://www.worldathletics.org/athletes/kenya/victor-kiplagat-serem-014512103
911,Shiro HINO,06 MAY 1997,JPN,1058,Marathon,https://www.worldathletics.org/athletes/japan/shiro-hino-014862890
912,Adam CRAIG,09 MAY 1995,GBR,1057,Marathon [Half Marathon],https://www.worldathletics.org/athletes/great-britain-ni/adam-craig-014587905
913,Rene ORTIZ,29 SEP 1989,MEX,1057,Marathon,https://www.worldathletics.org/athletes/mexico/rene-ortiz-014593032
914,Jesper LUNDBERG,1989,SWE,1057,Marathon,https://www.worldathletics.org/athletes/sweden/jesper-lundberg-14860734
915,Yoann KOWAL,28 MAY 1987,FRA,1057,Marathon [Half Marathon],https://www.worldathletics.org/athletes/france/yoann-kowal-014185672
916,Alaa HRIOUD,03 APR 1985,MAR,1057,Marathon,https://www.worldathletics.org/athletes/morocco/alaa-hrioud-014412589
917,Duncan Cheruiyot KOECH,28 DEC 1981,KEN,1056,Marathon,https://www.worldathletics.org/athletes/kenya/duncan-cheruiyot-koech-014327801
918,Timothy KIPCHUMBA,,KEN,1056,Marathon,https://www.worldathletics.org/athletes/kenya/timothy-kipchumba-15003481
919,Pierre DENAYS,20 MAY 1989,BEL,1056,Marathon [Half Marathon],https://www.worldathletics.org/athletes/belgium/pierre-denays-014430924
920,Jacob HESLINGTON,18 OCT 1994,USA,1056,Marathon,https://www.worldathletics.org/athletes/united-states/jacob-heslington-014612568
921,Ben TRUE,29 DEC 1985,USA,1056,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/ben-true-014253490
922,Nick HAUGER,20 APR 1996,USA,1056,Marathon,https://www.worldathletics.org/athletes/united-states/nick-hauger-014737069
923,Kodai TOYOTA,04 JAN 1998,JPN,1056,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/kodai-toyota-14862916
924,Shoya KUROKAWA,19 FEB 1993,JPN,1056,Marathon,https://www.worldathletics.org/athletes/japan/shoya-kurokawa-014516774
925,Hosea Kimeli KISORIO,22 NOV 1990,KEN,1056,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/hosea-kimeli-kisorio-014464282
926,Maxime LOPES,17 JUN 1991,FRA,1055,Marathon,https://www.worldathletics.org/athletes/france/maxime-lopes-14780825
927,Kenta SHIMURA,11 AUG 2001,JPN,1055,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/kenta-shimura-014903952
928,Louis SERAFINI,20 SEP 1991,USA,1055,Marathon,https://www.worldathletics.org/athletes/united-states/louis-serafini-014401847
929,Adrien TOUCAS,22 OCT 1990,FRA,1055,Marathon,https://www.worldathletics.org/athletes/france/adrien-toucas-014756628
930,Yongmin SHIN,09 MAR 2001,KOR,1055,Marathon,https://www.worldathletics.org/athletes/korea/yongmin-shin-14860273
931,Daviti KHARAZISHVILI,24 APR 1992,GEO,1054,Marathon,https://www.worldathletics.org/athletes/georgia/daviti-kharazishvili-014592695
932,José SOUSA,1989,POR,1054,Marathon,https://www.worldathletics.org/athletes/portugal/jose-sousa-014218628
933,Bonginkosi MAVUSO,03 OCT 1996,RSA,1054,Marathon,https://www.worldathletics.org/athletes/south-africa/bonginkosi-mavuso-014861638
934,Mael SICOT,12 FEB 1993,FRA,1054,Marathon,https://www.worldathletics.org/athletes/france/mael-sicot-014645957
935,Juan PACHECO,11 DEC 1990,MEX,1053,Marathon [Half Marathon],https://www.worldathletics.org/athletes/mexico/juan-pacheco-14593015
936,Zhengyou SHA,04 SEP 1996,CHN,1053,Marathon,https://www.worldathletics.org/athletes/pr-of-china/zhengyou-sha-014893338
937,Filip VERCRUYSSE,03 AUG 1983,BEL,1053,Marathon,https://www.worldathletics.org/athletes/belgium/filip-vercruysse-014693704
938,Taiki SUZUKI,10 MAR 1995,JPN,1053,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/taiki-suzuki-014744477
939,Vagner DA SILVA NORONHA,05 JUL 1984,BRA,1053,Marathon,https://www.worldathletics.org/athletes/brazil/vagner-da-silva-noronha-014663331
940,Francesco AGOSTINI,29 AUG 1997,ITA,1052,Marathon [Half Marathon],https://www.worldathletics.org/athletes/italy/francesco-agostini-014587459
941,Xiaoyang SUN,11 FEB 1993,CHN,1052,Marathon,https://www.worldathletics.org/athletes/pr-of-china/xiaoyang-sun-014957516
942,Ryuichi YOSHIOKA,17 SEP 1998,JPN,1052,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/ryuichi-yoshioka-014922890
943,Matthew LEACH,25 SEP 1993,GBR,1052,Marathon [Half Marathon],https://www.worldathletics.org/athletes/great-britain-ni/matthew-leach-14538385
944,Miguel MAZA,25 JUL 1991,ARG,1052,Marathon,https://www.worldathletics.org/athletes/argentina/miguel-maza-014978882
945,Brendan MARTIN,21 MAR 1989,USA,1052,Marathon,https://www.worldathletics.org/athletes/united-states/brendan-martin-014368858
946,Joseph Mana NDIRANGU,09 SEP 1994,KEN,1051,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/joseph-mana-ndirangu-014209370
947,Edwin KIPLETING,,KEN,1051,Marathon,https://www.worldathletics.org/athletes/kenya/edwin-kipleting-014920347
948,Jimma SHAMBEL,1992,ETH,1051,Marathon,https://www.worldathletics.org/athletes/ethiopia/jimma-shambel-014583672
949,Tyler JERMANN,19 AUG 1992,USA,1051,Marathon,https://www.worldathletics.org/athletes/united-states/tyler-jermann-014459041
950,Hüseyin CAN,27 JAN 1999,TUR,1051,Marathon [Half Marathon],https://www.worldathletics.org/athletes/turkey/huseyin-can-14873995
951,Taichi MURAKAMI,06 MAY 2001,JPN,1051,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/taichi-murakami-014854853
952,Tesema MOGES,02 FEB 1988,ISR,1050,Marathon [Half Marathon],https://www.worldathletics.org/athletes/israel/tesema-moges-14368782
953,Ryoya SAKURAI,10 NOV 1998,JPN,1050,Marathon,https://www.worldathletics.org/athletes/japan/ryoya-sakurai-014916263
954,John DRESSEL,02 MAY 1997,USA,1050,Marathon [25 km Road],https://www.worldathletics.org/athletes/united-states/john-dressel-014591211
955,Yohei SUZUKI,23 MAY 1994,JPN,1050,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/yohei-suzuki-014750957
956,Derek HAWKINS,29 APR 1989,GBR,1049,Marathon [Half Marathon],https://www.worldathletics.org/athletes/great-britain-ni/derek-hawkins-014371843
957,Afewerki ZERU,10 OCT 1997,USA,1049,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/afewerki-zeru-14969276
958,Mitchell AMMONS,,USA,1049,Marathon,https://www.worldathletics.org/athletes/united-states/mitchell-ammons-014909397
959,Florian CARVALHO DE FONSESCO,09 MAR 1989,FRA,1049,Marathon [Half Marathon],https://www.worldathletics.org/athletes/france/florian-carvalho-de-fonsesco-014183723
960,Tomoya OGIKUBO,11 DEC 1997,JPN,1048,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/tomoya-ogikubo-014813995
961,Justin MAHIEU,12 AUG 1985,BEL,1048,Marathon [Half Marathon],https://www.worldathletics.org/athletes/belgium/justin-mahieu-014363864
962,Nick BOWKER,,GBR,1048,Marathon,https://www.worldathletics.org/athletes/great-britain-ni/nick-bowker-014920275
963,Takayasu HASHIZUME,14 DEC 1990,JPN,1048,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/takayasu-hashizume-014498810
964,Geoffrey KENISI,1987,KEN,1048,Marathon,https://www.worldathletics.org/athletes/kenya/geoffrey-kenisi-014436832
965,Adam LIPSCHITZ,01 JAN 1994,RSA,1047,Marathon [Half Marathon],https://www.worldathletics.org/athletes/south-africa/adam-lipschitz-014520934
966,Abdelfattah BEKLAMAAROUF,1997,MAR,1047,Marathon [Half Marathon],https://www.worldathletics.org/athletes/morocco/abdelfattah-beklamaarouf-14967392
967,Musa BABO,1988,ETH,1047,Marathon,https://www.worldathletics.org/athletes/ethiopia/musa-babo-014439543
968,Ben CONNOR,17 OCT 1992,GBR,1047,Marathon [Half Marathon],https://www.worldathletics.org/athletes/great-britain-ni/ben-connor-14428085
969,Benjamin Robert KENDELL,30 JUN 1996,USA,1047,Marathon,https://www.worldathletics.org/athletes/united-states/benjamin-robert-kendell-014628582
970,Han-eul JEONG,02 NOV 1995,KOR,1047,Marathon,https://www.worldathletics.org/athletes/korea/han-eul-jeong-014919087
971,Joseph MWANGI,,KEN,1046,Marathon,https://www.worldathletics.org/athletes/kenya/joseph-mwangi-014682514
972,Jose Ignacio GIMENEZ PEREZ,05 OCT 1994,ESP,1046,Marathon [Half Marathon],https://www.worldathletics.org/athletes/spain/jose-ignacio-gimenez-perez-014647379
973,Julius Kibet KOSKEI,06 APR 1982,KEN,1046,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/julius-kibet-koskei-014208786
974,Tai SMITH,,USA,1046,Marathon,https://www.worldathletics.org/athletes/united-states/tai-smith-14780348
975,Yuma SHIMIZU,17 APR 1999,JPN,1045,Marathon,https://www.worldathletics.org/athletes/japan/yuma-shimizu-014851973
976,Miguel Ángel BARZOLA,14 MAY 1982,ARG,1045,Marathon [Half Marathon],https://www.worldathletics.org/athletes/argentina/miguel-angel-barzola-014180518
977,Krilan LE BIHAN,16 JUL 1998,FRA,1045,Marathon,https://www.worldathletics.org/athletes/france/krilan-le-bihan-014836375
978,Clint MCKELVEY,11 MAR 1992,USA,1045,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/clint-mckelvey-014432356
979,Dean MENZIES,04 FEB 1988,AUS,1045,Marathon,https://www.worldathletics.org/athletes/australia/dean-menzies-014769883
979,Alex MILNE,11 MAR 1990,GBR,1045,Marathon,https://www.worldathletics.org/athletes/great-britain-ni/alex-milne-014417202
981,Shunhu LIAO,02 OCT 1985,CHN,1045,Marathon,https://www.worldathletics.org/athletes/pr-of-china/shunhu-liao-14920885
982,Junichi USHIYAMA,08 NOV 1983,JPN,1045,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/junichi-ushiyama-014510276
983,Daniel Aschenik DERESE,,ETH,1044,Marathon,https://www.worldathletics.org/athletes/ethiopia/daniel-aschenik-derese-014546659
984,Giovanni GRANO,24 APR 1990,ITA,1044,Marathon [Half Marathon],https://www.worldathletics.org/athletes/italy/giovanni-grano-014386274
985,Awet BERAKI,,ERI,1044,Marathon [Half Marathon],https://www.worldathletics.org/athletes/eritrea/awet-beraki-14863925
986,Shadrack KIMAIYO,1992,KEN,1044,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/shadrack-kimaiyo-014529608
987,Ben PAYNE,16 SEP 1981,USA,1044,Marathon,https://www.worldathletics.org/athletes/united-states/ben-payne-014248111
988,Hiroaki FURUKAWA,09 OCT 1995,JPN,1043,Marathon,https://www.worldathletics.org/athletes/japan/hiroaki-furukawa-014830597
989,Krystian ZALEWSKI,11 APR 1989,POL,1043,Marathon [Half Marathon],https://www.worldathletics.org/athletes/poland/krystian-zalewski-014217925
990,Orlando CASILLLAS,22 OCT 1995,MEX,1043,Marathon,https://www.worldathletics.org/athletes/mexico/orlando-casilllas-14941728
991,Dan NASH,23 MAR 1994,GBR,1042,Marathon,https://www.worldathletics.org/athletes/great-britain-ni/dan-nash-014524407
992,Nikolay VOLKOV,05 JUL 1985,RUS,1042,Marathon,https://www.worldathletics.org/athletes/russia/nikolay-volkov-014805461
993,Zachary HERRIOTT,,USA,1042,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/zachary-herriott-014565759
994,Daiki HATANAKA,19 FEB 1995,JPN,1042,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/daiki-hatanaka-014610338
995,Julian HENINGER,,USA,1042,Marathon,https://www.worldathletics.org/athletes/united-states/julian-heninger-014529837
996,Mohammadreza ABOOTORABI,31 AUG 1989,SWE,1042,Marathon [Half Marathon],https://www.worldathletics.org/athletes/sweden/mohammadreza-abootorabi-14738070
997,Shadrack KIPTOO BIWOTT,19 FEB 1985,USA,1042,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/shadrack-kiptoo-biwott-014208502
998,Feleke TULU,31 OCT 1997,ETH,1041,Marathon,https://www.worldathletics.org/athletes/ethiopia/feleke-tulu-14767709
999,Eddie MULDER,,USA,1041,Marathon,https://www.worldathletics.org/athletes/united-states/eddie-mulder-014510661
1000,Clement LEDUC,21 APR 1997,FRA,1041,Marathon,https://www.worldathletics.org/athletes/france/clement-leduc-014644928
1001,Taiyo AKIYAMA,22 JAN 1991,JPN,1041,Marathon,https://www.worldathletics.org/athletes/japan/taiyo-akiyama-014554618
1002,Mark OLSEN,12 SEP 1995,DEN,1041,Marathon,https://www.worldathletics.org/athletes/denmark/mark-olsen-14900545
1003,Bahetaer WULAZIAILI,12 FEB 1995,CHN,1041,Marathon [Half Marathon],https://www.worldathletics.org/athletes/pr-of-china/bahetaer-wulaziaili-014857279
1004,Yujin CHEN,03 JUL 2002,CHN,1041,Marathon,https://www.worldathletics.org/athletes/pr-of-china/yujin-chen-014884973
1005,Sintayehu LEGESE,1990,ETH,1040,Marathon,https://www.worldathletics.org/athletes/ethiopia/sintayehu-legese-14611603
1006,Duojie ZHAXI,29 NOV 1999,CHN,1040,Marathon [Half Marathon],https://www.worldathletics.org/athletes/pr-of-china/duojie-zhaxi-014892562
1007,James Tallam CHERUITICH,1987,KEN,1040,Marathon,https://www.worldathletics.org/athletes/kenya/james-tallam-cheruitich-014385020
1008,Melikhaya FRANS,05 FEB 1990,RSA,1040,Marathon [Half Marathon],https://www.worldathletics.org/athletes/south-africa/melikhaya-frans-14385084
1009,Reid BUCHANAN,03 FEB 1993,USA,1039,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/reid-buchanan-014490854
1010,Julien NAVARRO,19 SEP 1988,FRA,1039,Marathon,https://www.worldathletics.org/athletes/france/julien-navarro-014840771
1011,Josep GOMEZ,,ESP,1039,Marathon,https://www.worldathletics.org/athletes/spain/josep-gomez-15055714
1012,Daniel MUINDI,10 NOV 1994,KEN,1039,Marathon [Half Marathon],https://www.worldathletics.org/athletes/kenya/daniel-muindi-014590767
1013,Hiroto KUNISHI,12 AUG 1993,JPN,1039,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/hiroto-kunishi-014862912
1014,Philani BUTHELEZI,07 JUL 1989,RSA,1039,Marathon,https://www.worldathletics.org/athletes/south-africa/philani-buthelezi-014634523
1015,Hiroki TSUJIYOKO,03 MAR 1993,JPN,1039,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/hiroki-tsujiyoko-014752654
1016,Conor DUFFY,16 NOV 1992,IRL,1039,Marathon,https://www.worldathletics.org/athletes/ireland/conor-duffy-014644737
1017,Andrey LEYMAN,13 APR 1987,RUS,1039,Marathon,https://www.worldathletics.org/athletes/russia/andrey-leyman-014373367
1017,Halil YASIN,02 APR 1999,TUR,1039,Marathon,https://www.worldathletics.org/athletes/turkey/halil-yasin-14866330
1019,Jason POINTEAU,1988,FRA,1038,Marathon,https://www.worldathletics.org/athletes/france/jason-pointeau-014329813
1020,Matt LLANO,01 AUG 1988,USA,1038,Marathon,https://www.worldathletics.org/athletes/united-states/matt-llano-014326387
1021,Gabriel BRIAND,17 MAR 1995,FRA,1038,Marathon,https://www.worldathletics.org/athletes/france/gabriel-briand-014647368
1022,Eduardo Terrance GARCIA,20 NOV 1992,ISV,1038,Marathon [Half Marathon],https://www.worldathletics.org/athletes/virgin-islands/eduardo-terrance-garcia-14673300
1023,Elijah KIBOR KIRWA,,KEN,1038,Marathon,https://www.worldathletics.org/athletes/kenya/elijah-kibor-kirwa-014935408
1024,Hideyuki TANAKA,23 FEB 1984,JPN,1037,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/hideyuki-tanaka-014327533
1025,Sejong KIM,19 OCT 2001,KOR,1037,Marathon,https://www.worldathletics.org/athletes/korea/sejong-kim-15029835
1026,Garrett LEE,21 MAR 1993,USA,1037,Marathon,https://www.worldathletics.org/athletes/united-states/garrett-lee-14533674
1027,Yudai FUKUDA,19 NOV 1996,JPN,1037,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/yudai-fukuda-014494476
1028,Jeffrey DE FREITAS,31 OCT 1991,FRA,1037,Marathon,https://www.worldathletics.org/athletes/france/jeffrey-de-freitas-014475684
1029,Adam SJOLUND,,USA,1037,Marathon,https://www.worldathletics.org/athletes/united-states/adam-sjolund-14933558
1030,Naoki AIBA,24 JAN 1991,JPN,1036,Marathon,https://www.worldathletics.org/athletes/japan/naoki-aiba-014544973
1031,Adam CLARKE,03 APR 1991,GBR,1036,Marathon [Half Marathon],https://www.worldathletics.org/athletes/great-britain-ni/adam-clarke-14373080
1032,Eulalio MUNOZ,16 JUL 1995,ARG,1036,Marathon,https://www.worldathletics.org/athletes/argentina/eulalio-munoz-14594126
1033,Alberto PUYUELO,05 SEP 1986,ESP,1036,Marathon,https://www.worldathletics.org/athletes/spain/alberto-puyuelo-14526973
1034,Sergio RAEZ VILLANUEVA,23 MAR 1997,CAN,1036,Marathon,https://www.worldathletics.org/athletes/canada/sergio-raez-villanueva-14634805
1035,Alexander LEPRETRE,12 MAY 1993,GBR,1036,Marathon [Half Marathon],https://www.worldathletics.org/athletes/great-britain-ni/alexander-lepretre-014845176
1036,Tyler SICKLER,,USA,1036,Marathon,https://www.worldathletics.org/athletes/united-states/tyler-sickler-014826326
1037,Brendan GREGG,15 MAY 1989,USA,1036,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/brendan-gregg-014326723
1038,Faustin GUIGON,10 JUL 1990,FRA,1036,Marathon [Half Marathon],https://www.worldathletics.org/athletes/france/faustin-guigon-014531518
1039,Donghui WANG,14 NOV 1999,CHN,1036,Marathon,https://www.worldathletics.org/athletes/pr-of-china/donghui-wang-014800512
1040,Stefano LA ROSA,28 SEP 1985,ITA,1036,Marathon,https://www.worldathletics.org/athletes/italy/stefano-la-rosa-14200597
1041,Kristian JONES,04 MAR 1991,GBR,1036,Marathon [Half Marathon],https://www.worldathletics.org/athletes/great-britain-ni/kristian-jones-14659974
1042,Maarten HINDRIKS,12 APR 1995,NED,1036,Marathon,https://www.worldathletics.org/athletes/netherlands/maarten-hindriks-014687150
1043,John Kiprono LANGAT,31 DEC 1996,KEN,1035,Marathon,https://www.worldathletics.org/athletes/kenya/john-kiprono-langat-14657137
1044,Justus Kipkorir LIMO,16 JUN 1998,KEN,1035,Marathon,https://www.worldathletics.org/athletes/kenya/justus-kipkorir-limo-14766291
1045,Aurelien OLIVIER,12 DEC 1993,FRA,1035,Marathon,https://www.worldathletics.org/athletes/france/aurelien-olivier-014706341
1046,Yuta NAKAYAMA,07 MAR 2001,JPN,1035,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/yuta-nakayama-014946246
1047,Mohamud AADAN,01 JAN 1990,GBR,1035,Marathon [Half Marathon],https://www.worldathletics.org/athletes/great-britain-ni/mohamud-aadan-14515190
1048,Yusuke KODAMA,10 AUG 1986,JPN,1034,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/yusuke-kodama-14204024
1049,Daisuke HIGUCHI,29 OCT 1998,JPN,1034,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/daisuke-higuchi-014954052
1050,Mohamed FATHI,,MAR,1034,Marathon [Half Marathon],https://www.worldathletics.org/athletes/morocco/mohamed-fathi-014816250
1051,Elijah TIROP,23 DEC 1992,KEN,1034,Marathon,https://www.worldathletics.org/athletes/kenya/elijah-tirop-14519173
1052,Aidan REED,15 JAN 1998,USA,1034,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/aidan-reed-014780666
1053,Jun XUE,20 DEC 1999,CHN,1034,Marathon,https://www.worldathletics.org/athletes/pr-of-china/jun-xue-014916303
1054,Zhihao ZHANG,22 FEB 2000,CHN,1034,Marathon,https://www.worldathletics.org/athletes/pr-of-china/zhihao-zhang-014958587
1055,Wan Chun WONG,13 FEB 1996,HKG,1034,Marathon,https://www.worldathletics.org/athletes/hong-kong-china/wan-chun-wong-014881320
1056,Appachangada BELLIAPPA,11 FEB 1992,IND,1034,Marathon,https://www.worldathletics.org/athletes/india/appachangada-belliappa-14777582
1057,Alex BURKS,,USA,1034,Marathon,https://www.worldathletics.org/athletes/united-states/alex-burks-014733565
1058,Yan LI,02 FEB 1997,CHN,1034,Marathon,https://www.worldathletics.org/athletes/pr-of-china/yan-li-14957519
1059,Winfred MUTIRO,08 JUN 1993,ZIM,1033,Marathon,https://www.worldathletics.org/athletes/zimbabwe/winfred-mutiro-014916171
1060,Yohan ZARADZKI,21 SEP 1994,BEL,1033,Marathon,https://www.worldathletics.org/athletes/belgium/yohan-zaradzki-15049430
1061,Titus KIRWA,1991,KEN,1033,Marathon,https://www.worldathletics.org/athletes/kenya/titus-kirwa-014524266
1062,Khalil LAMCIYEH,10 DEC 1986,MAR,1033,Marathon,https://www.worldathletics.org/athletes/morocco/khalil-lamciyeh-014510983
1063,Wesley ROBINSON,,USA,1033,Marathon,https://www.worldathletics.org/athletes/united-states/wesley-robinson-014774440
1064,Fernando MORENO,1994,ECU,1033,Marathon,https://www.worldathletics.org/athletes/ecuador/fernando-moreno-14610168
1065,Gáspár CSERE,12 AUG 1991,HUN,1033,Marathon [Half Marathon],https://www.worldathletics.org/athletes/hungary/gaspar-csere-014379691
1066,David GOMEZ,15 AUG 1991,COL,1032,Marathon [Half Marathon],https://www.worldathletics.org/athletes/colombia/david-gomez-014852048
1067,Keigo YANO,03 DEC 1991,JPN,1032,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/keigo-yano-014441836
1068,Mohamed HREZI,28 OCT 1991,LBA,1032,Marathon,https://www.worldathletics.org/athletes/libya/mohamed-hrezi-14400914
1069,Floris WILLEBOORDSE,23 OCT 1991,NED,1032,Marathon,https://www.worldathletics.org/athletes/netherlands/floris-willeboordse-014485713
1070,Nathan DUNN,,USA,1032,Marathon,https://www.worldathletics.org/athletes/united-states/nathan-dunn-014781492
1071,Ben SCHNEIDERMAN,,USA,1032,Marathon,https://www.worldathletics.org/athletes/united-states/ben-schneiderman-014739919
1072,Berihun HAGOS,,ETH,1031,Marathon [Half Marathon],https://www.worldathletics.org/athletes/ethiopia/berihun-hagos-014860019
1073,Vladimir CHISTYAKOV,22 FEB 1999,RUS,1031,Marathon,https://www.worldathletics.org/athletes/russia/vladimir-chistyakov-014917502
1074,Ignas BRASEVIČIUS,21 SEP 1984,LTU,1031,Marathon [Half Marathon],https://www.worldathletics.org/athletes/lithuania/ignas-brasevicius-014665024
1075,Seiya MORIMOTO,04 NOV 2000,JPN,1031,Marathon [Half Marathon],https://www.worldathletics.org/athletes/japan/seiya-morimoto-014912326
1076,Carmeron DICKSON,,USA,1031,Marathon [Half Marathon],https://www.worldathletics.org/athletes/united-states/carmeron-dickson-014770139
